1,2012,162.805434,100,165,88
2,2012,77.264926,25,105,18
3,2012,19.019882,40,114,81
4,2012,80.070736,60,130,61
5,2012,67.544505,35,134,51
6,2012,37.134215,40,95,38
7,2012,303.003568,250,169,64
8,2012,13.102272,35,105,4
9,2012,15.026056,15,97,75
10,2012,44.806783,65,93,12
11,2012,132.092958,21,122,92
12,2012,124.987023,120,127,87
13,2012,103.412758,145,97,74
14,2012,281.287133,136.2,115,49
15,2012,304.360277,200,143,92
16,2012,15.63409,15,196,49
17,2012,189.422889,165,108,86
18,2012,93.772375,31,139,78
19,2012,17.529157,20,94,5
20,2012,9.409538,14,90,25
21,2012,6.002756,20,111,31
22,2012,27.108272,102,164,66
23,2012,25.888412,35,101,12
24,2012,53.900335,5,95,24
25,2012,45.290318,42,105,38
26,2012,136.025503,44.5,120,96
27,2012,35.291068,39,87,87
28,2012,139.854287,45,91,21
29,2012,5.310554,19,121,33
30,2012,66.486205,30,118,93
31,2012,148.313048,85,91,45
32,2012,35.763137,60,111,50
33,2012,13.414714,45,95,78
34,2012,31.611916,6.9,101,10
35,2012,42.345531,65,95,31
36,2012,11.494838,6,96,22
37,2012,3.763583,20,93,5
38,2012,49.130154,14,91,40
39,2012,37.400127,26,115,67
40,2012,20.275446,35,91,76
41,2012,13.7493,2,100,49
42,2012,56.003051,60,93,87
43,2012,24.397469,10,120,57
44,2012,85.028192,100,102,65
45,2012,51.854875,40,100,33
46,2012,113.20387,125,135,55
47,2012,63.536011,30,121,74
48,2012,58.877969,125,121,30
49,2012,49.008662,22,94,51
50,2012,35.074677,33,106,42
51,2012,35.353,55,102,17
52,2012,448.139099,250,165,88
53,2012,161.321843,95,88,37
54,2012,47.382068,45,143,51
55,2012,25.326071,12,117,78
56,2012,262.030663,220,136,73
57,2012,65.653242,20,114,21
58,2012,113.721571,7,111,80
59,2012,218.815487,50,106,68
60,2012,7.078738,10,102,56
61,2012,37.519139,67.5,105,35
62,2012,237.283207,185,102,78
63,2012,36.931089,67.5,114,20
64,2012,38.518613,70,136,41
65,2012,126.477084,125,124,73
66,2012,216.391482,145,95,79
67,2012,155.332381,170,133,48
68,2012,18.11964,1,93,19
69,2012,179.020854,215,106,70
70,2012,41.152203,37.5,110,22
71,2012,59.650222,65,83,57
72,2012,79.727149,150,113,37
73,2012,623.35791,225,143,92
74,2012,28.835528,30,124,63
75,2012,16.008272,26,111,23
76,2012,17.14208,33,95,57
77,2012,31.051126,55,88,86
78,2012,60.457138,25,101,20
79,2012,91.547205,12,122,53
80,2012,44.338224,30,92,51
81,2012,14.326864,20,96,38
82,2012,42.073277,30,105,91
83,2012,57.011521,50,113,43
84,2012,64.935167,85,108,49
85,2012,83.670083,150,100,25
86,2012,408.010692,80,142,84
87,2012,138.447667,42,110,85
88,2012,18.450127,40,91,0
89,2012,73.0781,250,139,51
90,2012,12.754783,2,88,41
91,2012,54.731865,12,94,28
92,2012,214.0305,67.5,95,54
93,2012,35.025791,14,129,31
94,2012,70.012847,12,110,25
95,2012,17.450535,32.5,98,59
96,2012,54.760791,65,98,26
97,2012,19.202743,23,96,94
98,2012,51.774002,57,96,26
99,2012,125.01403,30,104,29
100,2012,126.373434,85,115,53
101,2012,103.86029,79,94,42
102,2012,20.1573,40,107,73
103,2012,54.33329,15,95,66
104,2012,64.575175,12,111,85
105,2012,51.580236,25,117,79
106,2012,18.62,42,102,32
107,2012,26.414527,42,92,2
108,2012,18.942396,23,93,80
109,2012,62.321039,70,88,26
110,2012,49.876377,58,121,40
111,2012,66.528,25,111,51
112,2012,30.932113,27.5,118,33
113,2012,53.261944,1,83,6
114,2011,21.443494,34.8,89,12
115,2011,79.884879,70,146,77
116,2011,75.62455,50,131,66
117,2011,209.397903,145,133,93
118,2011,77.591831,130,107,75
119,2011,102.515793,90,158,86
120,2011,186.848418,125,129,60
121,2011,133.110742,80,87,12
122,2011,30.441326,25,81,21
123,2011,54.544638,26,118,7
124,2011,46.462469,85,97,91
125,2011,88.631237,45,120,96
126,2011,281.287133,127.5,117,24
127,2011,64.006466,135,117,46
128,2011,74.158157,79,93,3
129,2011,83.504017,75,110,35
130,2011,37.30603,35,137,43
131,2011,78.04657,85,105,68
132,2011,35.061031,20,108,68
133,2011,149.260504,130,96,84
134,2011,13.109815,45,120,50
135,2011,37.520095,35,109,36
136,2011,104.028807,5,94,68
137,2011,83.0597,45,101,39
138,2011,20.374484,90,111,24
139,2011,16.92867,38,103,35
140,2011,7.204138,41,100,40
141,2011,51.802742,24,120,71
142,2011,40.962534,23,101,85
143,2011,85.468508,110,127,60
144,2011,35.014192,8,100,93
145,2011,21.30234,50,92,6
146,2011,14.011084,20,106,23
147,2011,75.605492,50,133,94
148,2011,28.087155,35,106,4
149,2011,72.286779,37,113,82
150,2011,25.124966,70,120,25
151,2011,10.324441,25,110,41
152,2011,9.662284,24,89,17
153,2011,35.060689,15,100,93
154,2011,13.657115,25,140,83
155,2011,75.658097,60,106,84
156,2011,17.687709,5,86,24
157,2011,18.877153,25,90,17
158,2011,31.177548,20,113,77
159,2011,24.816118,5,90,67
160,2011,24.046682,25,99,58
161,2011,36.665854,40,108,27
162,2011,13.843771,15,107,36
163,2011,21.295021,90,113,24
164,2011,18.302607,30,106,72
165,2011,38.538188,27,89,22
166,2011,11.862398,9,84,60
167,2011,37.053924,28,83,45
168,2011,42.587643,40,92,61
169,2011,169.708112,25,146,76
170,2011,37.081475,52,112,25
171,2011,176.760185,93,105,82
172,2011,142.614158,110,103,22
173,2011,84.351197,50,118,78
174,2011,100.240551,163,119,44
175,2011,55.802754,35,109,70
176,2011,176.654505,140,124,79
177,2011,26.692846,30,63,90
178,2011,381.011219,125,130,96
179,2011,117.538559,35,98,69
180,2011,80.360843,80,102,14
181,2011,35.608245,30,98,35
182,2011,23.186769,20,109,38
183,2011,352.390543,195,92,36
184,2011,100.292856,19,92,45
185,2011,191.452396,200,106,39
186,2011,68.224452,55,94,48
187,2011,116.601172,200,114,26
188,2011,127.004179,50,112,82
189,2011,15.01365,20,91,19
190,2011,146.408305,160,132,87
191,2011,165.249063,150,91,81
192,2011,254.464305,80,102,34
193,2011,241.071802,250,136,33
